10/02/20,15:06:55,Secador 3,1,2002101506,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,
10/02/20,12:09:06,Secador 3,1,2002101506,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,
10/02/20,12:12:32,Secador 3,1,2002101506,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,
10/02/20,12:13:09,Secador 3,1,2002101506,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,
10/02/20,12:13:47,Secador 3,1,2002101506,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,
10/02/20,12:14:24,Secador 3,1,2002101506,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,
10/02/20,12:15:02,Secador 3,1,2002101506,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,
10/02/20,12:15:39,Secador 3,1,2002101506,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,
10/02/20,12:17:58,Secador 3,1,2002101506,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,
10/02/20,12:18:56,Secador 3,1,2002101506,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,
10/02/20,12:20:05,Secador 3,1,2002101506,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,
10/02/20,12:21:18,Secador 3,1,2002101506,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,
10/02/20,12:22:36,Secador 3,1,2002101506,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,
10/02/20,12:23:49,Secador 3,1,2002101506,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,
10/02/20,12:39:27,Secador 3,1,2002101506,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,
10/02/20,12:40:44,Secador 3,1,2002101506,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,
10/02/20,12:42:16,Secador 3,1,2002101506,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,
10/02/20,12:43:37,Secador 3,1,2002101506,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,
10/02/20,12:44:57,Secador 3,1,2002101506,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,
10/02/20,12:46:25,Secador 3,1,2002101506,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,
10/02/20,12:48:20,Secador 3,1,2002101506,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,
10/02/20,12:50:31,Secador 3,1,2002101506,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,
10/02/20,12:51:34,Secador 3,1,2002101506,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,
10/02/20,12:52:43,Secador 3,1,2002101506,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,
10/02/20,12:54:46,Secador 3,1,2002101506,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,
10/02/20,12:56:15,Secador 3,1,2002101506,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,
10/02/20,12:58:21,Secador 3,1,2002101506,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,
10/02/20,12:59:59,Secador 3,1,2002101506,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,
10/02/20,13:01:17,Secador 3,1,2002101506,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,
10/02/20,13:02:04,Secador 3,1,2002101506,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,
10/02/20,13:02:54,Secador 3,1,2002101506,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,
10/02/20,13:04:11,Secador 3,1,2002101506,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,
10/02/20,13:05:02,Secador 3,1,2002101506,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,
10/02/20,13:05:53,Secador 3,1,2002101506,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,
10/02/20,13:06:47,Secador 3,1,2002101506,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,
10/02/20,13:07:43,Secador 3,1,2002101506,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,
10/02/20,13:08:37,Secador 3,1,2002101506,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,
10/02/20,13:09:27,Secador 3,1,2002101506,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,
10/02/20,13:10:30,Secador 3,1,2002101506,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,
10/02/20,13:11:20,Secador 3,1,2002101506,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,
10/02/20,13:12:13,Secador 3,1,2002101506,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,
10/02/20,13:13:06,Secador 3,1,2002101506,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,
10/02/20,13:13:57,Secador 3,1,2002101506,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,
10/02/20,13:16:19,Secador 3,1,2002101506,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,
10/02/20,13:17:32,Secador 3,1,2002101506,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,
10/02/20,13:18:38,Secador 3,1,2002101506,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,
10/02/20,13:19:51,Secador 3,1,2002101506,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,
10/02/20,13:22:24,Secador 3,1,2002101506,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,
10/02/20,13:24:43,Secador 3,1,2002101506,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,
10/02/20,13:26:38,Secador 3,1,2002101506,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,
10/02/20,13:28:17,Secador 3,1,2002101506,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,
